ID,Resolution,WSI,Node,Class,Image_path,Label
17539,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_56.jpg,1
17540,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_21.jpg,1
17541,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_45.jpg,1
17542,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_16.jpg,1
17543,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_94.jpg,1
17544,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_18.jpg,1
17545,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_29.jpg,1
17546,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_42.jpg,1
17547,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_106.jpg,1
17548,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_27.jpg,1
17549,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_65.jpg,1
17550,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_66.jpg,1
17551,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_107.jpg,1
17552,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_78.jpg,1
17553,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_5.jpg,1
17554,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_57.jpg,1
17555,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_20.jpg,1
17556,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_30.jpg,1
17557,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_39.jpg,1
17558,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_83.jpg,1
17559,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_68.jpg,1
17560,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_67.jpg,1
17561,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_19.jpg,1
17562,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_33.jpg,1
17563,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_43.jpg,1
17564,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_90.jpg,1
17565,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_24.jpg,1
17566,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_41.jpg,1
17567,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_76.jpg,1
17568,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_0.jpg,1
17569,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_52.jpg,1
17570,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_69.jpg,1
17571,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_64.jpg,1
17572,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_51.jpg,1
17573,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_79.jpg,1
17574,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_32.jpg,1
17575,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_4.jpg,1
17576,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_89.jpg,1
17577,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_2.jpg,1
17578,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_40.jpg,1
17579,10x,N009915-13.14-2022-03-13_21_02_26,N009915-13.14-2022-03-13_21_02_26-node-2,ffpe_micro,CRC-LN_patch_use/micro-10X/N009915-13.14-2022-03-13_21_02_26/node-2/x=112115_y=38240_w=3182_h=2394/patch_93.jpg,1
17580,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_77.jpg,1
17581,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_65.jpg,1
17582,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_78.jpg,1
17583,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_39.jpg,1
17584,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_52.jpg,1
17585,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_64.jpg,1
17586,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_51.jpg,1
17587,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=116569_y=53651_w=3197_h=2312/patch_40.jpg,1
17588,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_31.jpg,1
17589,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_7.jpg,1
17590,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_6.jpg,1
17591,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_28.jpg,1
17592,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_77.jpg,1
17593,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_101.jpg,1
17594,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_17.jpg,1
17595,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_16.jpg,1
17596,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_18.jpg,1
17597,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_29.jpg,1
17598,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_42.jpg,1
17599,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_65.jpg,1
17600,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_78.jpg,1
17601,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_30.jpg,1
17602,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_102.jpg,1
17603,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_19.jpg,1
17604,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_90.jpg,1
17605,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_41.jpg,1
17606,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_53.jpg,1
17607,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_76.jpg,1
17608,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_52.jpg,1
17609,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_64.jpg,1
17610,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_89.jpg,1
17611,10x,N002801-17.18-2022-05-04_17_28_10,N002801-17.18-2022-05-04_17_28_10-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N002801-17.18-2022-05-04_17_28_10/node-1/x=122731_y=25508_w=3197_h=2312/patch_40.jpg,1
17612,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_62.jpg,1
17613,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_28.jpg,1
17614,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_17.jpg,1
17615,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_74.jpg,1
17616,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_16.jpg,1
17617,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_18.jpg,1
17618,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_29.jpg,1
17619,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_63.jpg,1
17620,10x,N014596-23.24-2022-03-12_23_10_21,N014596-23.24-2022-03-12_23_10_21-node-1,ffpe_micro,CRC-LN_patch_use/micro-10X/N014596-23.24-2022-03-12_23_10_21/node-1/x=17129_y=5905_w=3164_h=2141/patch_75.jpg,1
