ID,Resolution,WSI,Node,Class,Image_path,Label
8047,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_49.jpg,1
8048,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_16.jpg,1
8049,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_18.jpg,1
8050,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_29.jpg,1
8051,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_63.jpg,1
8052,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_27.jpg,1
8053,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_39.jpg,1
8054,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_50.jpg,1
8055,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_41.jpg,1
8056,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_52.jpg,1
8057,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_51.jpg,1
8058,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-3,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-3/x=105521_y=58731_w=3221_h=2398/patch_40.jpg,1
8059,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_38.jpg,1
8060,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_62.jpg,1
8061,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_6.jpg,1
8062,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_87.jpg,1
8063,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_15.jpg,1
8064,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_26.jpg,1
8065,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_61.jpg,1
8066,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_91.jpg,1
8067,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_28.jpg,1
8068,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_73.jpg,1
8069,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_77.jpg,1
8070,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_1.jpg,1
8071,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_101.jpg,1
8072,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_3.jpg,1
8073,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_54.jpg,1
8074,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_55.jpg,1
8075,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_86.jpg,1
8076,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_17.jpg,1
8077,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_74.jpg,1
8078,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_49.jpg,1
8079,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_25.jpg,1
8080,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_16.jpg,1
8081,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_18.jpg,1
8082,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_29.jpg,1
8083,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_63.jpg,1
8084,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_42.jpg,1
8085,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_27.jpg,1
8086,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_65.jpg,1
8087,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_13.jpg,1
8088,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_66.jpg,1
8089,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_14.jpg,1
8090,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_78.jpg,1
8091,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_5.jpg,1
8092,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_100.jpg,1
8093,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_88.jpg,1
8094,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_75.jpg,1
8095,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_30.jpg,1
8096,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_39.jpg,1
8097,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_102.jpg,1
8098,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_50.jpg,1
8099,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_85.jpg,1
8100,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_67.jpg,1
8101,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_37.jpg,1
8102,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_99.jpg,1
8103,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_43.jpg,1
8104,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_90.jpg,1
8105,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_41.jpg,1
8106,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_53.jpg,1
8107,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_76.jpg,1
8108,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_52.jpg,1
8109,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_69.jpg,1
8110,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_64.jpg,1
8111,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_51.jpg,1
8112,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_79.jpg,1
8113,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_4.jpg,1
8114,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_89.jpg,1
8115,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_2.jpg,1
8116,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_103.jpg,1
8117,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_40.jpg,1
8118,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_80.jpg,1
8119,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_56.jpg,1
8120,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_57.jpg,1
8121,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_68.jpg,1
8122,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_8.jpg,1
8123,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_58.jpg,1
8124,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_21.jpg,1
8125,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_45.jpg,1
8126,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_34.jpg,1
8127,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_57.jpg,1
8128,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_33.jpg,1
8129,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_9.jpg,1
8130,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_38.jpg,1
8131,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_62.jpg,1
8132,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_47.jpg,1
8133,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_70.jpg,1
8134,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_15.jpg,1
8135,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_26.jpg,1
