ID,Resolution,WSI,Node,Class,Image_path,Label
8094,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_75.jpg,1
8095,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_30.jpg,1
8096,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_39.jpg,1
8097,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_102.jpg,1
8098,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_50.jpg,1
8101,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_37.jpg,1
8102,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_99.jpg,1
8104,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_90.jpg,1
8105,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_41.jpg,1
8107,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_76.jpg,1
8108,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_52.jpg,1
8110,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_64.jpg,1
8111,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_51.jpg,1
8112,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_79.jpg,1
8114,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_89.jpg,1
8115,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_2.jpg,1
8117,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-4,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-4/x=107140_y=49636_w=3221_h=2398/patch_40.jpg,1
8118,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_80.jpg,1
8119,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=20242_y=52084_w=3222_h=2363/patch_56.jpg,1
8128,10x,N168229-17.182023-03-06_12_22_18,N168229-17.182023-03-06_12_22_18-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-17.182023-03-06_12_22_18/node-1/x=19851_y=38569_w=3222_h=2363/patch_33.jpg,1
8130,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_38.jpg,1
8132,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_47.jpg,1
8134,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_15.jpg,1
8135,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_26.jpg,1
8136,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_61.jpg,1
8137,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_58.jpg,1
8140,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_36.jpg,1
8144,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_16.jpg,1
8147,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_29.jpg,1
8149,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_27.jpg,1
8151,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_5.jpg,1
8152,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_57.jpg,1
8156,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_50.jpg,1
8157,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_59.jpg,1
8158,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_37.jpg,1
8162,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_52.jpg,1
8163,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_69.jpg,1
8164,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_51.jpg,1
8167,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=60259_y=55759_w=3016_h=2136/patch_4.jpg,1
8169,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=49739_y=57496_w=3016_h=2136/patch_15.jpg,1
8171,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=49739_y=57496_w=3016_h=2136/patch_16.jpg,1
8173,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=49739_y=57496_w=3016_h=2136/patch_27.jpg,1
8174,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-2,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-2/x=49739_y=57496_w=3016_h=2136/patch_13.jpg,1
8177,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_38.jpg,1
8178,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_62.jpg,1
8179,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_31.jpg,1
8180,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_47.jpg,1
8181,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_84.jpg,1
8182,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_70.jpg,1
8183,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_7.jpg,1
8184,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_6.jpg,1
8185,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_8.jpg,1
8186,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_82.jpg,1
8187,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_26.jpg,1
8188,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_61.jpg,1
8189,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_58.jpg,1
8190,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_28.jpg,1
8191,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_73.jpg,1
8192,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_46.jpg,1
8193,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_44.jpg,1
8194,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_1.jpg,1
8195,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_11.jpg,1
8196,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_36.jpg,1
8197,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_81.jpg,1
8198,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_3.jpg,1
8199,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_54.jpg,1
8200,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_12.jpg,1
8201,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_55.jpg,1
8202,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_80.jpg,1
8204,10x,N168229-92023-03-06_12_45_47,N168229-92023-03-06_12_45_47-node-1,ffpe_micro,thyroid-cut_patch_use/micro-10X/N168229-92023-03-06_12_45_47/node-1/x=45901_y=73266_w=3016_h=2136/patch_17.jpg,1
