,ID,Center,Resolution,WSI,Node,Class,Image_path
68,69,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_30.jpg
69,70,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_35.jpg
70,71,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_37.jpg
71,72,nandafuyi,10x,9-B23-1466-10X,9-B23-1466-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/9-B23-1466-10X/patch_19.jpg
72,73,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_38.jpg
73,74,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_31.jpg
74,75,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_26.jpg
75,76,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_28.jpg
76,77,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_44.jpg
77,78,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_11.jpg
78,79,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_36.jpg
79,80,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_12.jpg
80,81,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_21.jpg
81,82,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_34.jpg
82,83,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_18.jpg
83,84,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_29.jpg
84,85,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_27.jpg
85,86,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_13.jpg
86,87,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_23.jpg
87,88,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_20.jpg
88,89,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_30.jpg
89,90,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_39.jpg
90,91,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_35.jpg
91,92,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_37.jpg
92,93,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_19.jpg
93,94,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_10.jpg
94,95,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_22.jpg
95,96,nandafuyi,10x,7-B23-6932-10X,7-B23-6932-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/7-B23-6932-10X/patch_43.jpg
96,97,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_26.jpg
97,98,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_28.jpg
98,99,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_1.jpg
99,100,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_11.jpg
100,101,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_36.jpg
101,102,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_12.jpg
102,103,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_17.jpg
103,104,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_18.jpg
104,105,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_27.jpg
105,106,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_20.jpg
106,107,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_35.jpg
107,108,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_19.jpg
108,109,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_10.jpg
109,110,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_2.jpg
110,111,nandafuyi,10x,5-XB23-04253-10X,5-XB23-04253-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/5-XB23-04253-10X/patch_9.jpg
111,112,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_28.jpg
112,113,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_21.jpg
113,114,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_29.jpg
114,115,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_27.jpg
115,116,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_20.jpg
116,117,nandafuyi,10x,3-B17-0221-10X,3-B17-0221-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/3-B17-0221-10X/patch_19.jpg
117,118,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_11.jpg
118,119,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_12.jpg
119,120,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_20.jpg
120,121,nandafuyi,10x,4-XB23-04276-10X,4-XB23-04276-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/4-XB23-04276-10X/patch_10.jpg
121,122,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_18.jpg
122,123,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_27.jpg
123,124,nandafuyi,10x,6-B23-6101-10X,6-B23-6101-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/6-B23-6101-10X/patch_19.jpg
124,125,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_26.jpg
125,126,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_17.jpg
126,127,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_25.jpg
127,128,nandafuyi,10x,1-B20-1809-10X,1-B20-1809-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/1-B20-1809-10X/patch_34.jpg
128,129,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_15.jpg
129,130,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_28.jpg
130,131,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_1.jpg
131,132,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_36.jpg
132,133,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_17.jpg
133,134,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_25.jpg
134,135,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_21.jpg
135,136,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_34.jpg
136,137,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_18.jpg
137,138,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_27.jpg
138,139,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_13.jpg
139,140,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_14.jpg
140,141,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_30.jpg
141,142,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_35.jpg
142,143,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_19.jpg
143,144,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_10.jpg
144,145,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_22.jpg
145,146,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_33.jpg
146,147,nandafuyi,10x,10-B23-3383-10X,10-B23-3383-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/10-B23-3383-10X/patch_9.jpg
147,148,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_28.jpg
148,149,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_44.jpg
149,150,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_36.jpg
150,151,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_27.jpg
151,152,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_35.jpg
152,153,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_37.jpg
153,154,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_19.jpg
154,155,nandafuyi,10x,8-B23-1887-10X,8-B23-1887-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/8-B23-1887-10X/patch_43.jpg
155,156,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_17.jpg
156,157,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_18.jpg
157,158,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_10.jpg
158,159,nandafuyi,10x,2-B20-1807-10X,2-B20-1807-10X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/10x/2-B20-1807-10X/patch_9.jpg
599,600,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_38.jpg
600,601,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_31.jpg
601,602,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_7.jpg
602,603,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_6.jpg
603,604,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_8.jpg
604,605,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_15.jpg
605,606,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_26.jpg
606,607,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_28.jpg
607,608,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_46.jpg
608,609,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_44.jpg
609,610,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_1.jpg
610,611,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_11.jpg
611,612,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_36.jpg
612,613,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_3.jpg
613,614,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_12.jpg
614,615,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_17.jpg
615,616,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_25.jpg
616,617,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_21.jpg
617,618,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_45.jpg
618,619,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_16.jpg
619,620,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_34.jpg
620,621,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_18.jpg
621,622,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_29.jpg
622,623,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_42.jpg
623,624,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_27.jpg
624,625,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_13.jpg
625,626,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_23.jpg
626,627,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_14.jpg
627,628,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_5.jpg
628,629,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_20.jpg
629,630,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_30.jpg
630,631,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_39.jpg
631,632,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_35.jpg
632,633,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_37.jpg
633,634,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_19.jpg
634,635,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_10.jpg
635,636,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_22.jpg
636,637,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_33.jpg
637,638,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_43.jpg
638,639,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_24.jpg
639,640,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_41.jpg
640,641,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_0.jpg
641,642,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_32.jpg
642,643,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_4.jpg
643,644,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_2.jpg
644,645,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_40.jpg
645,646,nandafuyi,10x,5-1332190-10X,5-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/5-1332190-10X/patch_9.jpg
646,647,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/6-1332190-10X/patch_38.jpg
647,648,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/6-1332190-10X/patch_31.jpg
648,649,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/6-1332190-10X/patch_47.jpg
649,650,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/6-1332190-10X/patch_7.jpg
650,651,nandafuyi,10x,6-1332190-10X,6-1332190-10X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/10x/6-1332190-10X/patch_6.jpg
