,ID,Center,Resolution,WSI,Node,Class,Image_path
17,18,nandafuyi,4x,3-B17-0221-4X,3-B17-0221-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/3-B17-0221-4X/patch_28.jpg
18,19,nandafuyi,4x,3-B17-0221-4X,3-B17-0221-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/3-B17-0221-4X/patch_27.jpg
19,20,nandafuyi,4x,3-B17-0221-4X,3-B17-0221-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/3-B17-0221-4X/patch_20.jpg
20,21,nandafuyi,4x,3-B17-0221-4X,3-B17-0221-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/3-B17-0221-4X/patch_19.jpg
21,22,nandafuyi,4x,2-B20-1807-4X,2-B20-1807-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/2-B20-1807-4X/patch_18.jpg
22,23,nandafuyi,4x,2-B20-1807-4X,2-B20-1807-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/2-B20-1807-4X/patch_27.jpg
23,24,nandafuyi,4x,2-B20-1807-4X,2-B20-1807-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/2-B20-1807-4X/patch_19.jpg
24,25,nandafuyi,4x,6-B23-6101-4X,6-B23-6101-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/6-B23-6101-4X/patch_11.jpg
25,26,nandafuyi,4x,6-B23-6101-4X,6-B23-6101-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/6-B23-6101-4X/patch_27.jpg
26,27,nandafuyi,4x,1-B20-1809-4X,1-B20-1809-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/1-B20-1809-4X/patch_26.jpg
27,28,nandafuyi,4x,1-B20-1809-4X,1-B20-1809-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/1-B20-1809-4X/patch_18.jpg
28,29,nandafuyi,4x,4-XB23-04276-4X,4-XB23-04276-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/4-XB23-04276-4X/patch_28.jpg
29,30,nandafuyi,4x,4-XB23-04276-4X,4-XB23-04276-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/4-XB23-04276-4X/patch_27.jpg
30,31,nandafuyi,4x,4-XB23-04276-4X,4-XB23-04276-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/4-XB23-04276-4X/patch_20.jpg
31,32,nandafuyi,4x,4-XB23-04276-4X,4-XB23-04276-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/4-XB23-04276-4X/patch_19.jpg
32,33,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_26.jpg
33,34,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_28.jpg
34,35,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_21.jpg
35,36,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_34.jpg
36,37,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_27.jpg
37,38,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_13.jpg
38,39,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_20.jpg
39,40,nandafuyi,4x,10-B23-3383-4X,10-B23-3383-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/10-B23-3383-4X/patch_19.jpg
40,41,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_28.jpg
41,42,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_36.jpg
42,43,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_27.jpg
43,44,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_20.jpg
44,45,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_35.jpg
45,46,nandafuyi,4x,7-B23-6932-4X,7-B23-6932-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/7-B23-6932-4X/patch_19.jpg
46,47,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_28.jpg
47,48,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_36.jpg
48,49,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_27.jpg
49,50,nandafuyi,4x,8-B23-1887-4X,8-B23-1887-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/8-B23-1887-4X/patch_35.jpg
50,51,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_28.jpg
51,52,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_36.jpg
52,53,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_27.jpg
53,54,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_20.jpg
54,55,nandafuyi,4x,9-B23-1466-4X,9-B23-1466-4X,bf_micro,jingxia_patches_use7_23/nandafuyi/bf-micro/4x/9-B23-1466-4X/patch_19.jpg
159,160,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_38.jpg
160,161,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_31.jpg
161,162,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_47.jpg
162,163,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_7.jpg
163,164,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_6.jpg
164,165,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_8.jpg
165,166,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_15.jpg
166,167,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_26.jpg
167,168,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_28.jpg
168,169,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_46.jpg
169,170,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_44.jpg
170,171,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_1.jpg
171,172,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_11.jpg
172,173,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_36.jpg
173,174,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_3.jpg
174,175,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_12.jpg
175,176,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_17.jpg
176,177,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_25.jpg
177,178,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_21.jpg
178,179,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_45.jpg
179,180,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_16.jpg
180,181,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_34.jpg
181,182,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_18.jpg
182,183,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_29.jpg
183,184,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_42.jpg
184,185,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_27.jpg
185,186,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_13.jpg
186,187,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_23.jpg
187,188,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_14.jpg
188,189,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_5.jpg
189,190,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_20.jpg
190,191,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_30.jpg
191,192,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_39.jpg
192,193,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_35.jpg
193,194,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_37.jpg
194,195,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_19.jpg
195,196,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_10.jpg
196,197,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_22.jpg
197,198,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_33.jpg
198,199,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_43.jpg
199,200,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_24.jpg
200,201,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_41.jpg
201,202,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_0.jpg
202,203,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_32.jpg
203,204,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_4.jpg
204,205,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_2.jpg
205,206,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_40.jpg
206,207,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/6-1332190-4X/patch_9.jpg
207,208,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_38.jpg
208,209,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_31.jpg
209,210,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_47.jpg
210,211,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_7.jpg
211,212,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_6.jpg
212,213,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_8.jpg
213,214,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_15.jpg
214,215,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_26.jpg
215,216,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_28.jpg
216,217,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_46.jpg
217,218,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_44.jpg
218,219,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_1.jpg
219,220,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_11.jpg
220,221,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_36.jpg
221,222,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_3.jpg
222,223,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_12.jpg
223,224,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_17.jpg
224,225,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_25.jpg
225,226,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_21.jpg
226,227,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_45.jpg
227,228,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_16.jpg
228,229,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_34.jpg
229,230,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_18.jpg
230,231,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_29.jpg
231,232,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_42.jpg
232,233,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_27.jpg
233,234,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_13.jpg
234,235,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_23.jpg
235,236,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_14.jpg
236,237,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_5.jpg
237,238,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_20.jpg
238,239,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_30.jpg
239,240,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_35.jpg
240,241,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_37.jpg
241,242,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_19.jpg
242,243,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_10.jpg
243,244,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_22.jpg
244,245,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_33.jpg
245,246,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_43.jpg
246,247,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_24.jpg
247,248,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_41.jpg
248,249,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_0.jpg
249,250,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_32.jpg
250,251,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_4.jpg
251,252,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_2.jpg
252,253,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_40.jpg
253,254,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_9.jpg
254,255,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_31.jpg
255,256,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_7.jpg
256,257,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_6.jpg
257,258,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_8.jpg
258,259,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_15.jpg
259,260,nandafuyi,4x,5-1332190-4X,5-1332190-4X,bf_normal,jingxia_patches_use7_23/nandafuyi/bf-negative/4x/5-1332190-4X/patch_26.jpg
